Model,Time,AUC_Mean,AUC_Low,AUC_High,F1_Mean,F1_Low,F1_High
AutoAnnotator_XGBoost,72,0.65127216188849,0.6051486694599928,0.6990650535095253,0.311675061494184,0.24996421367688204,0.3734540229885057
AutoAnnotator_XGBoost,72,0.61359877547612,0.5700476723697412,0.660449298886458,0.3210892661645889,0.2631358618900769,0.37613346855983776
